customer_id,name,email,segment,signup_date,monthly_usage_hours,monthly_ai_assist_calls,churned
137287df0ca6,Jamie Brown,jamie.brown@demo.org,self-serve,2023-08-25,3.9,9,1
18246ee50af7,Taylor Garcia,taylor.garcia@demo.org,self-serve,2024-05-10,2.6,18,0
4ee05ba76913,Casey Patel,casey.patel@demo.org,smb,2023-10-31,8.2,31,1
5668d1a6d30a,Taylor Brown,taylor.brown@sample.dev,self-serve,2023-02-25,0.1,0,1
e4b606532546,Jordan Nguyen,jordan.nguyen@sample.dev,smb,2024-04-25,6.2,26,0
c9b6a3da57f5,Jamie Patel,jamie.patel@example.com,smb,2024-02-15,5.4,25,0
18c82d1ad500,Taylor Davis,taylor.davis@demo.org,enterprise,2023-03-29,21.0,79,0
a0eeccbb97d1,Rowan Davis,rowan.davis@demo.org,self-serve,2024-06-19,0,19,0
c5ef0be5568a,Alex Brown,alex.brown@example.com,smb,2023-03-03,5.5,14,0
2a325ea24a12,Riley Brown,riley.brown@sample.dev,smb,2023-06-10,8.2,37,0
fbc2902be46a,Jamie Davis,jamie.davis@sample.dev,self-serve,2023-02-03,3.4,20,0
df08e98353ef,Jordan Garcia,jordan.garcia@example.com,enterprise,2024-10-02,16.9,70,0
e90e5ad45803,Quinn Garcia,quinn.garcia@sample.dev,smb,2023-09-30,8.4,21,0
f840348fb718,Rowan Davis,rowan.davis@sample.dev,enterprise,2024-03-25,22.2,90,0
dfc3bb2ca365,Quinn Chen,quinn.chen@demo.org,self-serve,2023-03-24,0,0,0
48159a9c94ab,Casey Nguyen,casey.nguyen@sample.dev,self-serve,2024-08-12,2.7,3,0
8995d6a90896,Rowan Nguyen,rowan.nguyen@example.com,smb,2023-06-29,5.1,27,0
38b802d85864,Rowan Martin,rowan.martin@sample.dev,smb,2024-05-18,10.2,22,0
93039089e81e,Jordan Kim,jordan.kim@demo.org,self-serve,2024-05-22,1.9,28,0
0266b27d1d1a,Avery Lee,avery.lee@demo.org,self-serve,2023-09-16,0.6,28,0
285bfb15f194,Avery Chen,avery.chen@demo.org,self-serve,2023-02-25,3.7,13,0
e0e1a102f0d6,Jamie Nguyen,jamie.nguyen@sample.dev,self-serve,2024-07-16,4.1,11,0
a94a1e965255,Jordan Nguyen,jordan.nguyen@example.com,enterprise,2024-09-15,21.0,65,0
18d21cbf453d,Quinn Martin,quinn.martin@sample.dev,self-serve,2023-04-27,2.0,6,0
6194f26a55c4,Casey Chen,casey.chen@demo.org,smb,2024-03-01,10.8,0,0
aecea1ea1066,Taylor Martin,taylor.martin@sample.dev,self-serve,2024-09-05,0,3,0
f3b10f249522,Alex Lopez,alex.lopez@demo.org,enterprise,2024-06-03,20.0,80,0
db3a2f687d27,Rowan Lee,rowan.lee@demo.org,enterprise,2024-04-02,18.2,77,0
8ed537ac8529,Alex Lee,alex.lee@sample.dev,enterprise,2023-07-13,21.5,79,0
d652ac30659e,Avery Lopez,avery.lopez@example.com,smb,2024-01-26,5.8,34,0
1a087272d564,Jamie Nguyen,jamie.nguyen@example.com,self-serve,2024-08-27,2.5,9,0
81ed3db6afa9,Quinn Lee,quinn.lee@sample.dev,self-serve,2023-05-28,0.5,12,1
c766e66355bb,Casey Lopez,casey.lopez@demo.org,smb,2024-02-12,5.7,9,0
d7ee1bf0a329,Alex Lopez,alex.lopez@demo.org,smb,2024-05-14,8.4,23,1
3190f0c509f2,Casey Garcia,casey.garcia@example.com,smb,2024-03-20,11.3,22,0
f15946d20f9f,Jamie Kim,jamie.kim@sample.dev,smb,2023-01-30,11.4,30,0
66d998b5561a,Alex Kim,alex.kim@example.com,self-serve,2024-02-26,0,0,1
625983fa5b76,Rowan Martin,rowan.martin@demo.org,smb,2023-09-04,5.4,25,0
ae2e7a7792bf,Casey Lee,casey.lee@demo.org,self-serve,2023-01-10,4.8,0,0
4b04ed47d01c,Taylor Patel,taylor.patel@demo.org,self-serve,2023-12-20,4.7,4,0
9577fcc1e59e,Casey Lee,casey.lee@sample.dev,smb,2023-07-23,11.9,24,0
3627098ca1d8,Rowan Lopez,rowan.lopez@example.com,smb,2023-10-30,11.7,27,0
e3b2fbb7c590,Rowan Nguyen,rowan.nguyen@example.com,enterprise,2024-05-23,22.1,61,0
5192c8f95cc4,Rowan Lopez,rowan.lopez@demo.org,self-serve,2023-07-14,0.8,0,0
76ce28591fe4,Taylor Patel,taylor.patel@demo.org,enterprise,2023-02-10,19.2,90,0
6cc050fdc53b,Taylor Patel,taylor.patel@demo.org,enterprise,2023-12-01,20.0,73,0
881ead633218,Morgan Chen,morgan.chen@sample.dev,smb,2023-10-07,8.7,18,0
63ec26177220,Casey Lopez,casey.lopez@demo.org,smb,2024-04-24,9.1,23,0
7edaaaf56f90,Alex Chen,alex.chen@demo.org,self-serve,2024-02-09,5.5,6,0
dc0484914f28,Casey Davis,casey.davis@demo.org,self-serve,2024-01-16,4.1,9,1
bf5dc67c48d7,Morgan Davis,morgan.davis@demo.org,self-serve,2023-03-06,1.5,0,0
b077230c35cc,Alex Patel,alex.patel@demo.org,self-serve,2023-02-08,2.2,15,1
2c8c4d3d2cba,Taylor Martin,taylor.martin@sample.dev,self-serve,2024-07-07,0.1,13,1
0da624b2bdb1,Jordan Lee,jordan.lee@example.com,smb,2023-10-14,9.9,26,0
18e0c99a57f1,Morgan Patel,morgan.patel@sample.dev,enterprise,2024-01-12,14.7,72,0
fcc5a55c2d5b,Casey Garcia,casey.garcia@example.com,enterprise,2024-04-10,21.2,83,0
b5d2834516d9,Avery Lopez,avery.lopez@demo.org,self-serve,2023-05-09,3.3,0,0
b462c2c1ee2d,Riley Davis,riley.davis@example.com,self-serve,2023-08-27,2.5,9,0
c8e37b213b76,Casey Kim,casey.kim@example.com,enterprise,2024-07-07,20.0,86,0
aee4ddf20954,Taylor Nguyen,taylor.nguyen@example.com,self-serve,2023-09-01,2.7,4,0
a6967f928d01,Alex Chen,alex.chen@example.com,self-serve,2023-03-07,0,7,0
b858a1f1eb8c,Jamie Chen,jamie.chen@demo.org,self-serve,2024-09-21,6.4,9,0
d4c823e08ed3,Casey Lee,casey.lee@demo.org,smb,2023-02-01,10.1,29,0
6451632fcfa4,Jordan Lee,jordan.lee@example.com,smb,2024-03-30,8.7,26,0
5359fdd0d873,Taylor Brown,taylor.brown@demo.org,smb,2024-08-22,6.3,22,0
de2ab7f1d490,Casey Lee,casey.lee@demo.org,smb,2024-03-16,10.5,34,0
6fa7bd444288,Quinn Garcia,quinn.garcia@demo.org,self-serve,2023-08-22,0,14,0
5c74bc4ed6e3,Jordan Lopez,jordan.lopez@example.com,self-serve,2023-09-19,2.2,9,0
7686a02a2f91,Jordan Patel,jordan.patel@example.com,self-serve,2023-04-09,2.9,0,1
a4960e4c0ebb,Rowan Chen,rowan.chen@sample.dev,smb,2023-05-06,4.6,35,0
4b2995138138,Avery Brown,avery.brown@sample.dev,smb,2023-12-27,9.9,32,0
3c667ff4186c,Riley Patel,riley.patel@sample.dev,self-serve,2024-07-23,0.7,17,0
57372825b3a6,Quinn Davis,quinn.davis@sample.dev,smb,2024-07-24,12.5,28,0
a7ca59c497de,Avery Kim,avery.kim@example.com,self-serve,2023-11-13,4.6,0,0
237da7f15262,Rowan Martin,rowan.martin@sample.dev,self-serve,2023-02-01,5.1,11,0
b9ca3d76b90e,Morgan Kim,morgan.kim@example.com,self-serve,2023-11-29,3.4,0,1
efd3b2989a80,Taylor Kim,taylor.kim@sample.dev,smb,2023-02-20,7.3,17,0
2535ad61b523,Rowan Lee,rowan.lee@sample.dev,self-serve,2023-08-09,3.0,0,0
b8b3cf3aa481,Rowan Lee,rowan.lee@example.com,smb,2023-11-12,9.9,27,0
ecbab272dd52,Riley Brown,riley.brown@sample.dev,enterprise,2023-05-21,20.1,71,0
bbeda10d4ff2,Alex Kim,alex.kim@sample.dev,self-serve,2024-06-29,2.3,0,0
0d15c7d5fbb1,Jordan Martin,jordan.martin@sample.dev,enterprise,2023-02-13,18.0,84,0
664a72184aba,Rowan Martin,rowan.martin@example.com,smb,2024-03-03,7.5,34,0
327e25dfef53,Rowan Lee,rowan.lee@demo.org,smb,2024-01-06,11.3,35,0
17c19483cdaf,Alex Chen,alex.chen@example.com,self-serve,2023-11-14,3.0,0,0
2722c099c73c,Quinn Patel,quinn.patel@demo.org,smb,2023-07-18,9.5,19,0
49d119017bd7,Taylor Garcia,taylor.garcia@demo.org,self-serve,2023-09-20,3.9,17,0
80d2075746d0,Jordan Kim,jordan.kim@demo.org,enterprise,2024-05-20,17.5,82,0
b651c6b2a936,Rowan Davis,rowan.davis@sample.dev,self-serve,2023-11-20,3.4,8,0
c89afbb1eb58,Casey Davis,casey.davis@sample.dev,self-serve,2024-06-03,5.0,10,1
1882b188a9ee,Casey Patel,casey.patel@demo.org,smb,2023-04-03,6.2,17,0
b9548ce5c9ec,Avery Lee,avery.lee@example.com,enterprise,2024-08-08,19.0,72,0
b8a7c2744dd9,Avery Lee,avery.lee@example.com,self-serve,2023-12-18,3.8,4,0
69b7a97c30cd,Riley Lee,riley.lee@sample.dev,enterprise,2024-06-20,18.8,79,0
5b22477ee798,Alex Martin,alex.martin@sample.dev,smb,2024-09-04,10.7,29,0
a9d25f5dad35,Jordan Chen,jordan.chen@demo.org,smb,2023-10-18,8.0,44,0
5c6bb4151025,Taylor Lopez,taylor.lopez@demo.org,self-serve,2023-05-25,4.5,0,0
17d9b450b913,Alex Kim,alex.kim@example.com,smb,2023-03-28,7.3,34,0
eab103f0db6c,Quinn Patel,quinn.patel@example.com,smb,2024-03-09,7.6,24,0
8f4258064c05,Morgan Lee,morgan.lee@demo.org,self-serve,2023-05-21,3.9,11,0
ccd88ec10ce9,Quinn Chen,quinn.chen@example.com,self-serve,2023-12-11,5.0,0,0
3ca3605bf238,Taylor Kim,taylor.kim@sample.dev,smb,2024-10-01,8.4,19,0
d9514c089f16,Morgan Garcia,morgan.garcia@demo.org,enterprise,2024-09-17,19.3,96,0
4d415e36ac76,Riley Brown,riley.brown@demo.org,enterprise,2024-04-25,21.1,76,0
aa72ff861493,Jamie Lee,jamie.lee@example.com,smb,2024-01-27,5.9,24,0
6de1ec902376,Rowan Kim,rowan.kim@example.com,enterprise,2023-02-23,17.4,64,0
a17717b88bb7,Quinn Patel,quinn.patel@sample.dev,self-serve,2023-06-14,2.4,26,1
641a70d8048a,Jordan Garcia,jordan.garcia@sample.dev,smb,2023-12-24,9.9,20,0
8e2a4280f11f,Riley Martin,riley.martin@demo.org,enterprise,2024-01-19,20.3,88,0
e4ad0775b2cf,Morgan Kim,morgan.kim@demo.org,self-serve,2023-10-21,5.0,0,0
485e7d25e0fa,Jamie Lee,jamie.lee@demo.org,smb,2023-03-23,9.4,25,0
5ae0c557f585,Rowan Chen,rowan.chen@demo.org,self-serve,2023-10-23,3.1,10,0
7019e0006e55,Rowan Lee,rowan.lee@example.com,self-serve,2024-05-26,2.7,3,0
732202382336,Taylor Brown,taylor.brown@demo.org,self-serve,2024-09-21,1.4,15,0
48d0792148b0,Jordan Chen,jordan.chen@demo.org,enterprise,2023-03-11,22.4,76,0
b4cf3ea14ab9,Quinn Nguyen,quinn.nguyen@demo.org,self-serve,2024-04-26,4.9,7,0
48e6a6e45107,Avery Lopez,avery.lopez@demo.org,smb,2023-12-20,8.2,39,0
c237daec6f39,Morgan Kim,morgan.kim@demo.org,self-serve,2024-07-13,1.5,17,0
c01b8a0bcf5c,Jamie Lee,jamie.lee@sample.dev,smb,2023-05-19,11.2,31,0
38a04068af54,Riley Nguyen,riley.nguyen@demo.org,smb,2023-02-12,7.3,32,0
182f898ac746,Jamie Brown,jamie.brown@demo.org,self-serve,2023-07-15,2.1,24,1
4019fb54b94b,Morgan Brown,morgan.brown@sample.dev,self-serve,2024-01-12,1.1,8,0
49cd5aaa6009,Morgan Kim,morgan.kim@example.com,self-serve,2024-05-24,0.6,18,0
09ef0d4f4937,Alex Patel,alex.patel@demo.org,self-serve,2023-07-04,1.3,2,1
ad0c1551f1d2,Casey Brown,casey.brown@demo.org,self-serve,2024-03-12,4.1,14,0
43afc9dfe113,Morgan Davis,morgan.davis@demo.org,enterprise,2023-10-09,17.7,66,1
8a7d92fbf0cb,Alex Lopez,alex.lopez@sample.dev,smb,2023-06-13,9.1,23,0
2442bae7c711,Avery Kim,avery.kim@example.com,self-serve,2024-01-11,0,23,1
057ff2ab69ff,Jamie Lopez,jamie.lopez@demo.org,self-serve,2023-03-20,0.8,0,0
0bde3ab35033,Casey Garcia,casey.garcia@demo.org,enterprise,2023-01-27,19.8,68,0
7ddc05116b50,Jordan Brown,jordan.brown@sample.dev,smb,2024-04-01,8.6,38,0
827a95ad300b,Riley Patel,riley.patel@example.com,self-serve,2023-03-17,0,11,0
354f339c1f08,Morgan Lopez,morgan.lopez@demo.org,smb,2024-07-17,3.9,19,0
8c1c039e5d4a,Taylor Lopez,taylor.lopez@sample.dev,smb,2023-05-05,11.5,23,0
0ca790815ecc,Avery Lopez,avery.lopez@example.com,smb,2024-01-13,2.4,30,0
7d34f78ea1e8,Jordan Brown,jordan.brown@example.com,self-serve,2024-05-05,0,2,0
2d253c045744,Taylor Lopez,taylor.lopez@demo.org,smb,2024-04-05,5.6,27,0
0d16eb3adec4,Rowan Kim,rowan.kim@example.com,smb,2023-05-13,4.0,34,1
ef8262a59902,Quinn Kim,quinn.kim@demo.org,self-serve,2023-06-15,1.6,19,0
c5074f0fc485,Casey Patel,casey.patel@example.com,self-serve,2024-07-18,2.6,18,0
bb1b3724ea5a,Quinn Kim,quinn.kim@demo.org,smb,2024-08-17,9.7,37,0
b112109c985c,Morgan Davis,morgan.davis@sample.dev,self-serve,2023-01-30,7.3,16,0
18a00cbf007a,Riley Davis,riley.davis@sample.dev,self-serve,2023-02-01,0.2,5,0
c5574c7edcb6,Jamie Garcia,jamie.garcia@sample.dev,smb,2024-02-20,7.8,28,1
73c5579e8c54,Alex Lee,alex.lee@demo.org,self-serve,2023-12-15,1.6,0,0
5698a3a4267d,Morgan Martin,morgan.martin@example.com,self-serve,2024-01-15,2.1,4,0
8654358bfee1,Casey Lee,casey.lee@sample.dev,self-serve,2023-04-10,7.6,12,0
db9b4fb20d9c,Riley Kim,riley.kim@demo.org,smb,2024-08-14,7.8,18,0
54bc4aa4c069,Jamie Lee,jamie.lee@example.com,enterprise,2024-05-24,24.8,83,0
0faf88b54f82,Riley Davis,riley.davis@demo.org,self-serve,2023-02-21,2.5,18,0
6890f419088b,Jamie Brown,jamie.brown@sample.dev,smb,2023-04-21,4.2,33,0
e4112e9cae4b,Morgan Nguyen,morgan.nguyen@sample.dev,self-serve,2024-08-06,1.2,1,0
8cdcfa27d377,Quinn Lee,quinn.lee@example.com,smb,2023-10-14,9.3,12,0
0accbd01068b,Jordan Martin,jordan.martin@demo.org,self-serve,2023-12-14,1.2,1,1
9d3e0d3a458b,Quinn Martin,quinn.martin@demo.org,smb,2023-02-16,11.1,28,0
9487dfab430f,Jamie Kim,jamie.kim@sample.dev,smb,2024-06-11,11.0,42,0
27c966af8f61,Rowan Brown,rowan.brown@sample.dev,smb,2024-06-03,9.2,14,0
c352d0d378df,Jamie Nguyen,jamie.nguyen@demo.org,self-serve,2023-04-23,5.6,3,0
a2ab230e3b8a,Avery Davis,avery.davis@example.com,self-serve,2024-08-15,0.2,0,0
4f587e8d9c79,Quinn Davis,quinn.davis@demo.org,smb,2024-01-25,9.8,37,1
c1d69e4d3cd4,Jordan Garcia,jordan.garcia@demo.org,self-serve,2023-11-18,1.2,10,0
53c87332b66c,Rowan Lee,rowan.lee@demo.org,enterprise,2023-03-05,19.3,68,0
f9e0575b24ab,Jamie Chen,jamie.chen@demo.org,self-serve,2023-06-27,0.6,8,0
d21ecaa20965,Casey Davis,casey.davis@sample.dev,self-serve,2023-09-10,2.7,13,0
2caa1eef61d6,Casey Garcia,casey.garcia@demo.org,smb,2024-05-15,7.2,33,0
79ca6605be62,Casey Brown,casey.brown@example.com,self-serve,2024-07-10,0,24,0
166b07a591c3,Casey Nguyen,casey.nguyen@sample.dev,self-serve,2023-03-22,1.8,13,0
c9060a57b4e6,Riley Garcia,riley.garcia@demo.org,smb,2023-10-05,10.8,18,0
cdf80fbc8af4,Rowan Garcia,rowan.garcia@sample.dev,self-serve,2024-06-27,3.2,12,1
a75a94a77414,Jamie Patel,jamie.patel@sample.dev,smb,2023-05-21,10.5,25,0
75f3f99bf181,Jamie Lee,jamie.lee@example.com,smb,2023-10-22,6.8,37,0
116b35fda478,Rowan Garcia,rowan.garcia@example.com,smb,2023-02-08,9.1,21,0
c8c1b789453f,Avery Martin,avery.martin@example.com,smb,2023-07-10,12.7,15,0
c552bcd8f508,Avery Brown,avery.brown@demo.org,smb,2023-04-20,9.6,21,0
12b947bbe88d,Quinn Chen,quinn.chen@example.com,self-serve,2023-05-18,4.3,0,0
bce3730c20bf,Morgan Kim,morgan.kim@sample.dev,smb,2023-09-21,7.9,23,0
c8c481cc6e05,Rowan Garcia,rowan.garcia@demo.org,self-serve,2024-02-20,4.1,0,1
033e7c5dffa2,Jordan Kim,jordan.kim@example.com,enterprise,2024-05-03,19.3,86,0
19e2018ddef7,Jamie Brown,jamie.brown@sample.dev,enterprise,2023-11-06,17.7,73,0
4ac4cc88e98d,Riley Nguyen,riley.nguyen@demo.org,smb,2024-04-21,7.3,34,0
cdef9d433245,Casey Patel,casey.patel@sample.dev,smb,2023-10-30,7.0,30,0
8193a2b5b15f,Taylor Lee,taylor.lee@demo.org,smb,2024-09-12,5.8,36,0
d3618409b1fa,Riley Garcia,riley.garcia@demo.org,smb,2024-09-02,8.6,22,0
b57202a8c19b,Morgan Patel,morgan.patel@demo.org,enterprise,2023-04-25,22.3,84,0
de96cdaeb4bc,Quinn Kim,quinn.kim@sample.dev,self-serve,2024-06-16,0.2,10,0
92218cb479b0,Jordan Chen,jordan.chen@example.com,self-serve,2023-02-26,0.7,8,0
23e9328f4c6b,Quinn Lee,quinn.lee@demo.org,smb,2023-11-12,7.7,15,0
469c6b7f8a5a,Riley Davis,riley.davis@example.com,self-serve,2024-03-09,2.6,8,0
ea98a17087f5,Jamie Nguyen,jamie.nguyen@demo.org,self-serve,2023-07-04,3.4,0,0
5a2238cb607a,Alex Lopez,alex.lopez@example.com,enterprise,2024-01-27,15.8,87,0
d2871df12fcc,Quinn Kim,quinn.kim@example.com,smb,2023-12-23,12.6,46,0
ca88ad3d7ac3,Riley Nguyen,riley.nguyen@sample.dev,smb,2023-11-02,4.9,28,0
068dbb6f9412,Riley Garcia,riley.garcia@example.com,self-serve,2023-06-08,2.2,28,0
6ac28e230388,Avery Martin,avery.martin@sample.dev,smb,2023-01-17,8.0,28,0
cb90ced4e8ac,Rowan Nguyen,rowan.nguyen@example.com,self-serve,2023-02-15,1.8,9,0
a55986beed66,Taylor Chen,taylor.chen@demo.org,enterprise,2023-08-28,21.3,65,0
58b9c7285bf8,Morgan Garcia,morgan.garcia@sample.dev,self-serve,2023-05-27,5.4,3,0
4cc0894ef680,Avery Chen,avery.chen@sample.dev,enterprise,2023-06-29,18.5,72,0
f94253633ae3,Alex Chen,alex.chen@demo.org,self-serve,2024-03-02,1.6,9,0
f1347fe2d049,Jamie Garcia,jamie.garcia@example.com,smb,2023-11-04,8.7,20,0
814f9bb4b5a7,Quinn Martin,quinn.martin@sample.dev,enterprise,2024-07-24,18.1,78,0
